keys,fr
partie.court.main_G,Main G
partie.court.jambe_D,Jbe D
partie.court.jambe_G,Jbe G
partie.court.pied_D,Pied D
partie.court.pied_G,Pied G
volet.monde,MONDE
volet.personnage,PERSONNAGE
volet.compagnons,COMPAGNONS
volet.journal,JOURNAL
volet.inventaire,INVENTAIRE — {n} objet(s)
volet.heure,"{heure} · {phase} · jour {jour}"
volet.saison,"{saison} · {meteo} · {temp} °C"
volet.lieu_camp,"cellule ({x},{y}) · {biome}"
volet.corruption,corruption {n} %
volet.lieu_donjon,"{theme} · étage {etage}/{etages}"
volet.horloge_donjon,horloge {ticks}
volet.arme,en main : {arme}
piste.element,élément
piste.competence,compétence
piste.type,type d'attaque
piste.construction,armure
ui.ecran.recruter_prix,Recruter ({prix} or)
journal.recrutement_prix,{nom} demande {prix} pièces d'or pour te suivre.
calendrier.date,"{jour_semaine}, {jour_mois} {mois}, an {annee}"
calendrier.jour.soleil,jour du Soleil
calendrier.jour.lune,jour de la Lune
calendrier.jour.feu,jour du Feu
calendrier.jour.eau,jour de l'Eau
calendrier.jour.bois,jour du Bois
calendrier.jour.metal,jour du Métal
calendrier.jour.terre,jour de la Terre
calendrier.mois.rat,du Rat
calendrier.mois.boeuf,du Bœuf
calendrier.mois.tigre,du Tigre
calendrier.mois.lapin,du Lapin
calendrier.mois.dragon,du Dragon
calendrier.mois.serpent,du Serpent
calendrier.mois.cheval,du Cheval
calendrier.mois.chevre,de la Chèvre
calendrier.mois.singe,du Singe
calendrier.mois.coq,du Coq
calendrier.mois.chien,du Chien
calendrier.mois.cochon,du Cochon
calendrier.fete.nouvel_an,le Nouvel An
calendrier.fete.semailles,la fête des Semailles
calendrier.fete.moissons,la fête des Moissons
calendrier.fete.lanternes,la fête des Lanternes
calendrier.fete.yule,Yule
calendrier.fete.saturnales,les Saturnales
calendrier.fete.samain,Samain
calendrier.fete.hanami,Hanami
calendrier.fete.kupala,la nuit de Kupala
calendrier.fete.yennayer,Yennayer
journal.date,"— {date} —"
journal.fete,"Aujourd'hui, c'est {fete} : on fait la fête sur la place"
journal.marche,"C'est jour de marché à {village} : les étals sont pleins et les prix baissent"
ui.date,{date}
volet.date,{date}
dialogue.fete.text,"Vous tombez bien : c'est jour de fête. Venez donc sur la place !"
dialogue.marche.text,"C'est jour de marché : les étals sont pleins, profitez des prix."
dialogue.anniversaire.text,"Aujourd'hui, c'est mon anniversaire… une année de plus."
function.maire.name,Maire
function.seigneur.name,Seigneur
function.syndic.name,Syndic
function.commandant.name,Commandant
palier.hameau,hameau
palier.village,village
palier.bourg,bourg
palier.ville,ville
palier.cite,cité
quartier.centre,le centre
quartier.residentiel,le quartier résidentiel
quartier.artisanal,le quartier des artisans
quartier.marchand,le quartier marchand
quartier.agricole,les faubourgs agricoles
journal.ville,"{palier} : {nom} — {quartier} ({population} habitants)"
journal.ville_territoire,"{nom} tient ses comptes : {n} résidents, {perimetres} périmètres"
perimetre.champs.name,champs
journal.recolte_champs,"Les champs ont donné {n} récolte(s) : {plantes}"
journal.betail_produit,"Le bétail a donné {n} unité(s) : {produits}"
creature.marchand_itinerant.name,Marchand itinérant
dialogue.itinerant.text,"Je viens d’une autre ville, par la route : mes prix sont ceux de là-bas. Regardez mon étal avant que je reparte au soir."
journal.itinerant_arrive,"Un marchand itinérant venu de {origine} tient l’étal au marché de {ville}"
journal.itinerant_part,"Le marchand itinérant de {origine} a repris la route"
journal.taxe_royaume,"{ville} verse {n} or à son royaume"
creature.train.name,Train
creature.caleche.name,Calèche
creature.vehicule.name,Véhicule
tile_content.rail.name,rails
tile_content.quai.name,quai
dialogue.train.text,"Le train siffle à quai. On monte, ou on le regarde partir."
dialogue.caleche.text,"Le cocher tient les rênes : « Quel quartier ? »"
ui.ecran.train_vers,"Prendre le train vers {ville} ({prix} or)"
ui.ecran.caleche_vers,"Prendre la calèche vers {quartier} ({prix} or)"
ui.ecran.monter,Monter {nom}
ui.ecran.descendre,Descendre de sa monture
ui.ecran.acheter_monture,Acheter une monture ({prix} or)
journal.train_arrive,Le train entre en gare de {ville}
journal.train_part,Le train quitte {ville}
journal.train_voyage,{nom} prend le train pour {ville} ({prix} or)
journal.caleche_voyage,{nom} prend la calèche ({prix} or)
journal.monte,{nom} monte {monture}
journal.descend,{nom} descend de {monture}
journal.descend_combat,{nom} met pied à terre pour se battre
journal.monture_achetee,{nom} achète {monture} pour {prix} or
journal.transport_or,Pas assez d’or pour le voyage ({prix} or)
journal.caleche_arrive,Une calèche fait le tour de {ville}
trait.bavard.name,Bavard
dialogue.trait_bavard_1.text,"Ah, vous tombez bien ! Laissez-moi vous raconter ma journée, elle commence à peine et j’en ai déjà pour une heure."
dialogue.trait_bavard_2.text,"On dit que je parle trop. Ceux qui le disent n’ont rien à raconter, voilà tout."
trait.taciturne.name,Taciturne
dialogue.trait_taciturne_1.text,"…"
dialogue.trait_taciturne_2.text,"Oui. Non. Peut-être."
trait.avare.name,Avare
dialogue.trait_avare_1.text,"Chaque pièce compte. Chaque. Pièce."
dialogue.trait_avare_2.text,"Vous voulez un prix ? Il est déjà trop bas."
trait.genereux.name,Généreux
dialogue.trait_genereux_1.text,"Prenez, prenez : ce qu’on donne, on l’a encore."
dialogue.trait_genereux_2.text,"Si vous avez faim, il y a toujours une assiette ici."
trait.mefiant.name,Méfiant
dialogue.trait_mefiant_1.text,"Qu’est-ce que vous voulez, au juste ?"
dialogue.trait_mefiant_2.text,"Je ne vous connais pas. Restez où je vous vois."
trait.jovial.name,Jovial
dialogue.trait_jovial_1.text,"Belle journée, non ? Toutes le sont, à bien y regarder."
dialogue.trait_jovial_2.text,"Rien qu’un rire ne répare, foi de moi !"
trait.curieux.name,Curieux
dialogue.trait_curieux_1.text,"D’où venez-vous ? Qu’avez-vous vu ? Racontez !"
dialogue.trait_curieux_2.text,"J’aimerais lire tout ce qui s’écrit, et il s’en écrit tant."
trait.pieux.name,Pieux
dialogue.trait_pieux_1.text,"Que les esprits du lieu vous gardent."
dialogue.trait_pieux_2.text,"J’ai prié ce matin pour de la pluie. Nous verrons."
trait.ambitieux.name,Ambitieux
dialogue.trait_ambitieux_1.text,"Un jour, ce quartier portera mon nom."
dialogue.trait_ambitieux_2.text,"Je ne suis pas là pour rester ce que je suis."
trait.paresseux.name,Paresseux
dialogue.trait_paresseux_1.text,"Demain. Tout ça peut attendre demain."
dialogue.trait_paresseux_2.text,"Le travail ne s’enfuit pas, lui. Moi, je me repose."
trait.courageux.name,Courageux
dialogue.trait_courageux_1.text,"Un loup dans les champs ? Donnez-moi une fourche."
dialogue.trait_courageux_2.text,"La peur, c’est pour les autres. Je regarde ce qui vient."
trait.peureux.name,Peureux
dialogue.trait_peureux_1.text,"Vous avez entendu ? Là, dehors… non ? Vraiment ?"
dialogue.trait_peureux_2.text,"Je ne sors pas la nuit. Jamais."
trait.grincheux.name,Grincheux
dialogue.trait_grincheux_1.text,"Quoi encore."
dialogue.trait_grincheux_2.text,"Le monde était mieux avant. Je ne sais plus avant quoi."
trait.gourmand.name,Gourmand
dialogue.trait_gourmand_1.text,"Vous sentez ? Du pain chaud. Excusez-moi."
dialogue.trait_gourmand_2.text,"Un bon repas, et la journée est sauvée."
trait.leve_tot.name,Lève-tôt
dialogue.trait_leve_tot_1.text,"Debout avant le soleil, comme tous les jours."
dialogue.trait_leve_tot_2.text,"Le matin appartient à qui le prend."
histoire.natal.text,"{prenom} est né ici, à {ville}, et n’en est jamais parti."
histoire.metier_pere.text,"{prenom} a repris le métier de son père : {metier}, comme lui."
histoire.venu_de_loin.text,"{prenom} est arrivé de {ville_natale} il y a des années, avec un sac et rien d’autre."
histoire.fermier_terre.text,"Cette terre, {prenom} la travaille depuis l’enfance ; ses mains le disent."
histoire.artisan_forge.text,"{prenom} a appris à l’atelier d’un maître qui ne parlait jamais ; il en a gardé le geste."
histoire.commercant_route.text,"{prenom} a suivi les routes avec des caravanes avant de tenir boutique à {ville}."
histoire.garde_guerre.text,"{prenom} a vu une guerre de près, une seule, et n’en parle pas."
histoire.pretre_vocation.text,"{prenom} a entendu l’appel un soir d’orage ; depuis, il tient l’autel."
histoire.curieux_livres.text,"{prenom} a lu tous les livres de {ville} — il n’y en avait pas tant."
histoire.peureux_loups.text,"Enfant, {prenom} a été pris par les loups une nuit entière ; il en garde une peur qu’il cache mal."
histoire.ambitieux_capitale.text,"{prenom} rêve de la capitale et compte les pièces qui l’y mèneront."
histoire.veuf.text,"{prenom} a perdu quelqu’un il y a longtemps et porte encore son ruban."
souhait.gemme.name,une gemme
souhait.bijou.name,un bijou
souhait.livre.name,un livre
souhait.bonne_arme.name,une bonne arme
souhait.outil.name,un bel outil
souhait.douceur.name,une douceur
souhait.potion.name,une potion
souhait.miel.name,du miel
dialogue.souhait_realise.text,"Je n’oublierai pas ce que vous m’avez offert. Jamais."
dialogue.opinion.aime,"{nom} ? Un brave cœur. Je l’aime bien."
dialogue.opinion.n_aime_pas,"Ne me parlez pas de {nom}. Nous ne nous entendons pas."
dialogue.on_raconte,"On raconte des choses, ces temps-ci…"
dialogue.on_raconte.prefixe,"On raconte que {qui} {fait}. {ton}"
dialogue.on_raconte.rien,Ici, il ne se passe jamais rien.
dialogue.on_raconte.quelqu_un,quelqu'un
dialogue.on_raconte.toi,tu
dialogue.on_raconte.blame,Ça ne se fait pas.
dialogue.on_raconte.approuve,Il en faudrait plus, des comme ça.
dialogue.on_raconte.neutre,Ça ne me regarde pas.
fait.tuer_civil,a tué quelqu'un
fait.frapper_civil,a levé la main sur quelqu'un
fait.tuer_bete,a tué une bête
fait.tuer_bete_paisible,a massacré une bête qui ne demandait rien
fait.abattre_arbre,a abattu un arbre
fait.creuser_roche,a percé la roche
fait.voler,a volé
fait.quete_rendue,a rendu service
dialogue.opinion.personne,"Les gens d’ici ? Je les connais tous, et aucun ne me manque."
ui.ecran.offrir,Offrir un cadeau
ui.ecran.offrir_objet,Offrir : {objet}
ui.fiche.traits,caractère : {traits}
ui.fiche.souhait,souhaite : {souhait} · aime : {cadeaux}
ui.fiche.histoire,{histoire}
ui.fiche.opinions,opinions : {opinions}
ui.fiche.opinion_aime,aime {nom}
ui.fiche.opinion_n_aime_pas,n’aime pas {nom}
journal.cadeau,{nom} reçoit {objet} (+{n} de relation)
journal.souhait_realise,{nom} tenait à {souhait} : c’est chose faite (+{n})
journal.cadeau_refuse,Pas de cadeau à offrir
histoire,(histoire)
opinion,(opinion)
ui.carte.survol_pays," · {dirigeant}, an {an} de l’ère de {ere} · {population} âmes · armée {armee} · humeur {humeur}{guerre}"
ui.carte.guerre, · en guerre avec {autre}
volet.royaume,"{nom} — {gouv} · {dirigeant}, an {an} de l’ère de {ere}"
ui.fiche.blason,blason : {couleur} au {motif}
evenement.disette,Disette au royaume de {royaume} : le peuple gronde
evenement.bonne_recolte,Bonne récolte au royaume de {royaume}
evenement.edit,Édit au royaume de {royaume} : {loi}
evenement.abrogation,Le royaume de {royaume} abroge une loi : {loi}
evenement.fete_du_regne,Fête du règne au royaume de {royaume}
evenement.levee_de_taxes,Le royaume de {royaume} lève de nouvelles taxes
evenement.revolte,Révolte au royaume de {royaume} : le trésor pillé
evenement.guerre,Le royaume de {royaume} déclare la guerre à {autre}
evenement.paix,Paix entre {royaume} et {autre}
evenement.reddition,"{royaume} capitule devant {autre} et lui verse {tribut} pièces de tribut"
evenement.avenement,Un nouveau règne commence au royaume de {royaume} : l’ère de {ere}
dialogue.rumeur_royaume.prefixe,"On dit que… {rumeur}."
dialogue.rumeur_royaume.rien,"Rien de neuf au royaume, et c’est tant mieux."
dialogue.gouv_monarchie_hereditaire.text,"Le roi est le roi. On ne discute pas la pluie non plus."
dialogue.gouv_republique_elue.text,"On a voté au printemps. Je ne dirai pas pour qui."
dialogue.gouv_theocratie.text,"Les prêtres savent ce que le ciel veut. Moi, je sème quand ils le disent."
dialogue.gouv_ploutocratie.text,"Ici, c’est l’or qui parle. Vous avez de quoi parler ?"
dialogue.gouv_dictature_militaire.text,"Le commandant dit : au travail. Alors au travail."
dialogue.gouv_anarchie.text,"Pas de roi, pas de taxes, pas de garde. Ça se paie autrement."
ere.grue.name,la Grue
ere.jade.name,le Jade
ere.lotus.name,le Lotus
ere.dragon_d_azur.name,le Dragon d’azur
ere.bambou.name,le Bambou
ere.phenix.name,le Phénix
ere.fer.name,le Fer
ere.corbeau.name,le Corbeau
ere.givre.name,le Givre
ere.chene.name,le Chêne
ere.loup.name,le Loup
ere.marteau.name,le Marteau
ere.aigle.name,l’Aigle
ere.laurier.name,le Laurier
ere.marbre.name,le Marbre
ere.trident.name,le Trident
ere.louve.name,la Louve
ere.colonne.name,la Colonne
ere.cerf.name,le Cerf
ere.brume.name,la Brume
ere.torque.name,le Torque
ere.if.name,l’If
ere.sanglier.name,le Sanglier
ere.source.name,la Source
ere.cerisier.name,le Cerisier
ere.carpe.name,la Carpe
ere.acier.name,l’Acier
ere.lune.name,la Lune
ere.pin.name,le Pin
ere.vague.name,la Vague
ere.bouleau.name,le Bouleau
ere.ours.name,l’Ours
ere.ambre.name,l’Ambre
ere.faucon.name,le Faucon
ere.blé.name,le Blé
ere.neige.name,la Neige
ere.croissant.name,le Croissant
ere.sable.name,le Sable
ere.palmier.name,le Palmier
ere.faucon_roux.name,le Faucon roux
ere.cuivre.name,le Cuivre
ere.etoile.name,l’Étoile
motif.couronne.name,la couronne
motif.lion.name,le lion
motif.tour.name,la tour
motif.balance.name,la balance
motif.main_ouverte.name,la main ouverte
motif.olivier.name,l’olivier
motif.flamme.name,la flamme
motif.soleil.name,le soleil
motif.oeil.name,l’œil
motif.bourse.name,la bourse
motif.clef.name,la clef
motif.navire.name,le navire
motif.epee.name,l’épée
motif.casque.name,le casque
motif.poing.name,le poing
motif.cercle_brise.name,le cercle brisé
motif.chardon.name,le chardon
motif.vent.name,le vent
on_raconte,(on raconte)
rumeur_royaume,(rumeur)
meuble.escalier.name,escalier
journal.monte_etage,{nom} monte à l’étage {etage}
journal.descend_etage,{nom} redescend
journal.sort_batiment,{nom} ressort dans la rue
ui.etage,{batiment} — étage {etage}
batiment.maison_haute.name,maison haute
batiment.auberge.name,auberge
batiment.atelier.name,atelier
batiment.chateau.name,château
batiment.mairie.name,mairie
journal.majorite,"{nom} est majeur et prend le métier de {metier}"
journal.migration,"{nom} quitte {de} pour {vers}"
ui.carte.en_cours,"la carte se peint… ({n} tranches)"
tile_content.vide.name,Vide
ui.ecran.page_suivante,Page suivante ({n} / {total})
ui.ecran.action_retour,Retour à la liste des objets
ui.ecran.equiper_objet,Équiper
ui.ecran.desequiper,Retirer
ui.ecran.reforger_avec,Reforger avec cet objet comme composant
ui.choix.retour,Retour à la liste
ui.choix.role_suivant,Changer de rôle (base → habitation → champs → ressources naturelles)
ui.choix.perimetre_suivant,Périmètre de récolte suivant (bois → minerai → plantes → aucun)
ui.choix.stockage_suivant,Stockage suivant pour ce poste
ui.choix.reassigner,Réassigner
ui.choix.renvoyer,Renvoyer
ui.choix.ordre_bascule,Suis-moi ⇄ attends ici
ui.choix.retirer_stock,Retirer le stock dans ton sac
ui.choix.accord_suivant,Proposer l'accord suivant (commercial ≥ 20 · non-agression ≥ 40 · alliance ≥ 60 · tribut)
ui.choix.fabriquer,Fabriquer
ui.choix.accepter,Accepter la quête
ui.choix.rendre,Rendre la quête
ui.choix.acheter,Acheter
ui.choix.vendre,Vendre
ui.choix.donner,Donner
ui.choix.reprendre,Reprendre
ui.choix.entrainer,Entraîner
ui.choix.supprimer_capacite,Supprimer la capacité
ui.choix.gouvernance_suivante,Gouvernance suivante
ui.choix.marge_plus,Marge des boutiques +
ui.choix.marge_moins,Marge des boutiques −
journal.betail_naissance,"{n} petit(s) sont nés dans les enclos"
journal.betail_abattu,"{n} bête(s) abattue(s) : viande, cuir et suif aux stocks"
journal.betail_famine,"{n} bête(s) sont mortes de faim — les enclos manquent de fourrage"
meuble.puits.name,Puits
meuble.tombe.name,Tombe
tile_content.verger.name,Verger
tile_content.verger_mur.name,Verger mûr
ui.tombe,"Ci-gît {nom}, {metier} · an {an}"
ui.tombe_effacee,"Une pierre usée, le nom effacé · an {an}"
culture.hellenique.name,Hellénique
titre.hellenique.monarchie_hereditaire.m,Basileus
titre.hellenique.monarchie_hereditaire.f,Basilissa
titre.hellenique.republique.m,Archonte
titre.hellenique.republique.f,Archontesse
titre.hellenique.theocratie.m,Hiérophante
titre.hellenique.theocratie.f,Hiérophantide
titre.hellenique.ploutocratie.m,Naucléros
titre.hellenique.ploutocratie.f,Naucléra
titre.hellenique.dictature.m,Stratège
titre.hellenique.dictature.f,Stratège
titre.hellenique.guilde_maitre.m,Maître de la Stoa
titre.hellenique.guilde_maitre.f,Maîtresse de la Stoa
culture.indienne.name,Indienne
titre.indienne.monarchie_hereditaire.m,Maharaja
titre.indienne.monarchie_hereditaire.f,Maharani
titre.indienne.republique.m,Sabhapati
titre.indienne.republique.f,Sabhapatni
titre.indienne.theocratie.m,Acharya
titre.indienne.theocratie.f,Acharyini
titre.indienne.ploutocratie.m,Seth
titre.indienne.ploutocratie.f,Sethani
titre.indienne.dictature.m,Senapati
titre.indienne.dictature.f,Senapatni
titre.indienne.guilde_maitre.m,Shreshthin
titre.indienne.guilde_maitre.f,Shreshthini
culture.swahili.name,Swahilie
titre.swahili.monarchie_hereditaire.m,Mfalme
titre.swahili.monarchie_hereditaire.f,Malkia
titre.swahili.republique.m,Mwenyekiti
titre.swahili.republique.f,Mwenyekiti
titre.swahili.theocratie.m,Mwalimu Mkuu
titre.swahili.theocratie.f,Mwalimu Mkuu
titre.swahili.ploutocratie.m,Tajiri
titre.swahili.ploutocratie.f,Tajiri
titre.swahili.dictature.m,Jemadari
titre.swahili.dictature.f,Jemadari
titre.swahili.guilde_maitre.m,Fundi Mkuu
titre.swahili.guilde_maitre.f,Fundi Mkuu
culture.persane.name,Persane
titre.persane.monarchie_hereditaire.m,Shah
titre.persane.monarchie_hereditaire.f,Shahbanou
titre.persane.republique.m,Vakil
titre.persane.republique.f,Vakila
titre.persane.theocratie.m,Mobad
titre.persane.theocratie.f,Mobada
titre.persane.ploutocratie.m,Bazargan
titre.persane.ploutocratie.f,Bazargana
titre.persane.dictature.m,Sardar
titre.persane.dictature.f,Sardara
titre.persane.guilde_maitre.m,Ostad
titre.persane.guilde_maitre.f,Ostada
culture.germanique.name,Germanique
titre.germanique.monarchie_hereditaire.m,Kaiser
titre.germanique.monarchie_hereditaire.f,Kaiserin
titre.germanique.republique.m,Burgermeister
titre.germanique.republique.f,Burgermeisterin
titre.germanique.theocratie.m,Hochmeister
titre.germanique.theocratie.f,Hochmeisterin
titre.germanique.ploutocratie.m,Handelsherr
titre.germanique.ploutocratie.f,Handelsfrau
titre.germanique.dictature.m,Feldherr
titre.germanique.dictature.f,Feldherrin
titre.germanique.guilde_maitre.m,Zunftmeister
titre.germanique.guilde_maitre.f,Zunftmeisterin
culture.italienne.name,Italienne
titre.italienne.monarchie_hereditaire.m,Doge
titre.italienne.monarchie_hereditaire.f,Dogaressa
titre.italienne.republique.m,Gonfalonier
titre.italienne.republique.f,Gonfalonière
titre.italienne.theocratie.m,Primat
titre.italienne.theocratie.f,Primatesse
titre.italienne.ploutocratie.m,Banchiere
titre.italienne.ploutocratie.f,Banchiera
titre.italienne.dictature.m,Condottiere
titre.italienne.dictature.f,Condottiera
titre.italienne.guilde_maitre.m,Maestro d'Arte
titre.italienne.guilde_maitre.f,Maestra d'Arte
culture.francaise.name,Française
titre.francaise.monarchie_hereditaire.m,Roi
titre.francaise.monarchie_hereditaire.f,Reine
titre.francaise.republique.m,Prévôt
titre.francaise.republique.f,Prévôte
titre.francaise.theocratie.m,Grand Abbé
titre.francaise.theocratie.f,Grande Abbesse
titre.francaise.ploutocratie.m,Grand Argentier
titre.francaise.ploutocratie.f,Grande Argentière
titre.francaise.dictature.m,Connétable
titre.francaise.dictature.f,Connétable
titre.francaise.guilde_maitre.m,Maître Juré
titre.francaise.guilde_maitre.f,Maîtresse Jurée
culture.suedoise.name,Suédoise
titre.suedoise.monarchie_hereditaire.m,Konung
titre.suedoise.monarchie_hereditaire.f,Drottning
titre.suedoise.republique.m,Landshövding
titre.suedoise.republique.f,Landshövdingska
titre.suedoise.theocratie.m,Ärkebiskop
titre.suedoise.theocratie.f,Ärkebiskopinna
titre.suedoise.ploutocratie.m,Handelsman
titre.suedoise.ploutocratie.f,Handelskvinna
titre.suedoise.dictature.m,Riksmarsk
titre.suedoise.dictature.f,Riksmarskinna
titre.suedoise.guilde_maitre.m,Skråmästare
titre.suedoise.guilde_maitre.f,Skråmästarinna
culture.iberique.name,Ibérique
titre.iberique.monarchie_hereditaire.m,Rey
titre.iberique.monarchie_hereditaire.f,Reina
titre.iberique.republique.m,Alcalde Mayor
titre.iberique.republique.f,Alcaldesa Mayor
titre.iberique.theocratie.m,Gran Prior
titre.iberique.theocratie.f,Gran Priora
titre.iberique.ploutocratie.m,Mercader Mayor
titre.iberique.ploutocratie.f,Mercadera Mayor
titre.iberique.dictature.m,Adelantado
titre.iberique.dictature.f,Adelantada
titre.iberique.guilde_maitre.m,Maestre de Gremio
titre.iberique.guilde_maitre.f,Maestra de Gremio
culture.magyare.name,Magyare
titre.magyare.monarchie_hereditaire.m,Kiraly
titre.magyare.monarchie_hereditaire.f,Kiralyno
titre.magyare.republique.m,Ispan
titre.magyare.republique.f,Ispanno
titre.magyare.theocratie.m,Foppap
titre.magyare.theocratie.f,Foppapno
titre.magyare.ploutocratie.m,Kereskedo
titre.magyare.ploutocratie.f,Kereskedono
titre.magyare.dictature.m,Nador
titre.magyare.dictature.f,Nadorno
titre.magyare.guilde_maitre.m,Cehmester
titre.magyare.guilde_maitre.f,Cehmesterno
culture.turque.name,Turque
titre.turque.monarchie_hereditaire.m,Sultan
titre.turque.monarchie_hereditaire.f,Sultane
titre.turque.republique.m,Reis
titre.turque.republique.f,Reise
titre.turque.theocratie.m,Cheikh
titre.turque.theocratie.f,Cheikha
titre.turque.ploutocratie.m,Bezirgan
titre.turque.ploutocratie.f,Bezirgane
titre.turque.dictature.m,Serdar
titre.turque.dictature.f,Serdare
titre.turque.guilde_maitre.m,Lonca Ustasi
titre.turque.guilde_maitre.f,Lonca Ustasi
culture.coreenne.name,Coréenne
titre.coreenne.monarchie_hereditaire.m,Wang
titre.coreenne.monarchie_hereditaire.f,Wanghu
titre.coreenne.republique.m,Chonjang
titre.coreenne.republique.f,Chonjang
titre.coreenne.theocratie.m,Daesa
titre.coreenne.theocratie.f,Daesa
titre.coreenne.ploutocratie.m,Sangdo
titre.coreenne.ploutocratie.f,Sangdo
titre.coreenne.dictature.m,Janggun
titre.coreenne.dictature.f,Janggun
titre.coreenne.guilde_maitre.m,Gongjang
titre.coreenne.guilde_maitre.f,Gongjang
culture.mongole.name,Mongole
titre.mongole.monarchie_hereditaire.m,Khan
titre.mongole.monarchie_hereditaire.f,Khatun
titre.mongole.republique.m,Noyan
titre.mongole.republique.f,Noyanne
titre.mongole.theocratie.m,Bo
titre.mongole.theocratie.f,Udgan
titre.mongole.ploutocratie.m,Ortoq
titre.mongole.ploutocratie.f,Ortoq
titre.mongole.dictature.m,Orlok
titre.mongole.dictature.f,Orlok
titre.mongole.guilde_maitre.m,Darkhan
titre.mongole.guilde_maitre.f,Darkhan
culture.nilotique.name,Nilotique
titre.nilotique.monarchie_hereditaire.m,Pharaon
titre.nilotique.monarchie_hereditaire.f,Pharaonne
titre.nilotique.republique.m,Nomarque
titre.nilotique.republique.f,Nomarque
titre.nilotique.theocratie.m,Grand Prêtre
titre.nilotique.theocratie.f,Grande Prêtresse
titre.nilotique.ploutocratie.m,Maître du Grenier
titre.nilotique.ploutocratie.f,Maîtresse du Grenier
titre.nilotique.dictature.m,Général du Nord
titre.nilotique.dictature.f,Générale du Nord
titre.nilotique.guilde_maitre.m,Chef des Artisans
titre.nilotique.guilde_maitre.f,Cheffe des Artisans
culture.finnoise.name,Finnoise
titre.finnoise.monarchie_hereditaire.m,Kuningas
titre.finnoise.monarchie_hereditaire.f,Kuningatar
titre.finnoise.republique.m,Puhemies
titre.finnoise.republique.f,Puhenainen
titre.finnoise.theocratie.m,Ylipappi
titre.finnoise.theocratie.f,Ylipapitar
titre.finnoise.ploutocratie.m,Kauppias
titre.finnoise.ploutocratie.f,Kauppiatar
titre.finnoise.dictature.m,Sotamarsalkka
titre.finnoise.dictature.f,Sotamarsalkka
titre.finnoise.guilde_maitre.m,Kiltamestari
titre.finnoise.guilde_maitre.f,Kiltamestaritar
culture.balte.name,Balte
titre.balte.monarchie_hereditaire.m,Karalius
titre.balte.monarchie_hereditaire.f,Karaliene
titre.balte.republique.m,Seniunas
titre.balte.republique.f,Seniune
titre.balte.theocratie.m,Vaidila
titre.balte.theocratie.f,Vaidilute
titre.balte.ploutocratie.m,Pirklys
titre.balte.ploutocratie.f,Pirkle
titre.balte.dictature.m,Kunigaikstis
titre.balte.dictature.f,Kunigaikstiene
titre.balte.guilde_maitre.m,Cecho Meistras
titre.balte.guilde_maitre.f,Cecho Meistre
culture.roumaine.name,Roumaine
titre.roumaine.monarchie_hereditaire.m,Domn
titre.roumaine.monarchie_hereditaire.f,Doamna
titre.roumaine.republique.m,Staroste
titre.roumaine.republique.f,Starosta
titre.roumaine.theocratie.m,Mitropolit
titre.roumaine.theocratie.f,Mitropolita
titre.roumaine.ploutocratie.m,Negustor
titre.roumaine.ploutocratie.f,Negustoreasa
titre.roumaine.dictature.m,Voievod
titre.roumaine.dictature.f,Voievodesa
titre.roumaine.guilde_maitre.m,Staroste de Breasla
titre.roumaine.guilde_maitre.f,Starosta de Breasla
culture.neerlandaise.name,Néerlandaise
titre.neerlandaise.monarchie_hereditaire.m,Stadhouder
titre.neerlandaise.monarchie_hereditaire.f,Stadhoudster
titre.neerlandaise.republique.m,Raadpensionaris
titre.neerlandaise.republique.f,Raadpensionaris
titre.neerlandaise.theocratie.m,Hoogpriester
titre.neerlandaise.theocratie.f,Hoogpriesteres
titre.neerlandaise.ploutocratie.m,Koopman
titre.neerlandaise.ploutocratie.f,Koopvrouw
titre.neerlandaise.dictature.m,Veldheer
titre.neerlandaise.dictature.f,Veldheerin
titre.neerlandaise.guilde_maitre.m,Gildemeester
titre.neerlandaise.guilde_maitre.f,Gildemeesteres
culture.vietnamienne.name,Vietnamienne
titre.vietnamienne.monarchie_hereditaire.m,Vua
titre.vietnamienne.monarchie_hereditaire.f,Hoang Hau
titre.vietnamienne.republique.m,Chu Tich
titre.vietnamienne.republique.f,Chu Tich
titre.vietnamienne.theocratie.m,Thay Ca
titre.vietnamienne.theocratie.f,Thay Ca
titre.vietnamienne.ploutocratie.m,Phu Thuong
titre.vietnamienne.ploutocratie.f,Phu Thuong
titre.vietnamienne.dictature.m,Tuong Quan
titre.vietnamienne.dictature.f,Tuong Quan
titre.vietnamienne.guilde_maitre.m,Thay Ca Phuong
titre.vietnamienne.guilde_maitre.f,Thay Ca Phuong
culture.polynesienne.name,Polynésienne
titre.polynesienne.monarchie_hereditaire.m,Ariki
titre.polynesienne.monarchie_hereditaire.f,Ariki Wahine
titre.polynesienne.republique.m,Rangatira
titre.polynesienne.republique.f,Rangatira Wahine
titre.polynesienne.theocratie.m,Tohunga
titre.polynesienne.theocratie.f,Tohunga Wahine
titre.polynesienne.ploutocratie.m,Kaihokohoko
titre.polynesienne.ploutocratie.f,Kaihokohoko
titre.polynesienne.dictature.m,Toa Nui
titre.polynesienne.dictature.f,Toa Nui
titre.polynesienne.guilde_maitre.m,Tohunga Whakairo
titre.polynesienne.guilde_maitre.f,Tohunga Whakairo
culture.quechua.name,Quechua
titre.quechua.monarchie_hereditaire.m,Sapa Inca
titre.quechua.monarchie_hereditaire.f,Coya
